0;200;300;400
0;0;0;0
1.1638564;2.3277127;2.3277127;2.3277127
1.3545617;2.7091233;2.7091233;2.7091233
1.5765152;3.1530304;3.1530304;3.1530304
1.8348373;3.6696745;3.6696745;3.6696745
2.135487;4.2709741;4.2709741;4.2709741
2.4854002;4.9708004;4.9708004;4.9708004
2.8926489;5.7852977;5.7852977;5.7852977
3.3666278;6.7332556;6.7332556;6.7332556
3.9182712;7.8365424;7.8365424;7.8365424
4.5603049;9.1206098;9.1206098;9.1206098
5.3075399;10.6150798;10.6150798;10.6150798
6.1772142;12.3544283;12.3544283;12.3544283
7.18939;14.3787801;14.3787801;14.3787801
8.3674174;16.7348348;16.7348348;16.7348348
9.7384721;19.4769441;19.4769441;19.4769441
11.3341827;22.6683655;22.6683655;22.6683655
13.1913608;26.3827216;26.3827216;26.3827216
15.3528493;30.7056986;30.7056986;30.7056986
17.8685114;35.7370229;35.7370229;35.7370229
20.7963809;41.5927618;41.5927618;41.5927618
24.2040004;48.4080008;48.4080008;48.4080008
28.16998;56.3399601;56.3399601;56.3399601
32.7858107;65.5716215;65.5716215;65.5716215
38.1579747;76.3159494;76.3159494;76.3159494
44.4104019;88.8208038;88.8208038;88.8208038
51.6873292;103.3746584;103.3746584;103.3746584
60.1566274;120.3132547;120.3132547;120.3132547
70.013674;140.027348;140.027348;140.027348
81.4858605;162.971721;162.971721;162.971721
94.8378379;189.6756758;189.6756758;189.6756758
110.3776218;220.7552436;220.7552436;220.7552436
128.4636983;256.9273966;256.9273966;256.9273966
149.5132937;299.0265873;299.0265873;299.0265873
174.0119993;348.0239987;348.0239987;348.0239987
202.524974;405.049948;405.049948;405.049948
235.7099812;471.4199624;471.4199624;471.4199624
274.3325632;548.6651265;548.6651265;548.6651265
319.2837014;638.5674028;638.5674028;638.5674028
371.6003699;743.2007399;743.2007399;743.2007399
432.4894579;864.9789158;864.9789158;864.9789158
503.3556108;1006.711222;1006.711222;1006.711222
585.8336343;1171.667269;1171.667269;1171.667269
681.8262074;1363.652415;1363.652415;1363.652415
793.5477752;1587.09555;1587.09555;1587.09555
923.5756336;1847.151267;1847.151267;1847.151267
1074.909385;2149.81877;2149.81877;2149.81877
1251.040136;2502.080271;2502.080271;2502.080271
1456.031032;2912.062063;2912.062063;2912.062063
1694.610992;3389.221984;3389.221984;3389.221984
1972.283799;3944.567598;3944.567598;3944.567598
2295.455064;4590.910128;4590.910128;4590.910128
2671.58;5343.16;5343.16;5343.16
3109.335402;6218.670805;6218.670805;6218.670805
3618.819817;7237.639633;7237.639633;7237.639633
4211.786498;8423.572996;8423.572996;8423.572996
4901.914547;9803.829095;9803.829095;9803.829095
5705.124474;11410.24895;11410.24895;11410.24895
6639.945465;13279.89093;13279.89093;13279.89093
7727.94283;15455.88566;15455.88566;15455.88566
8994.215494;17988.43099;17988.43099;17988.43099
10467.975;20935.95;20935.95;20935.95
12183.21939;24366.43879;24366.43879;24366.43879
14179.51751;28359.03501;28359.03501;28359.03501
16502.92178;33005.84357;33005.84357;33005.84357
19207.03065;38414.0613;38414.0613;38414.0613
22354.22498;44708.44997;44708.44997;44708.44997
26017.10716;52034.21432;52034.21432;52034.21432
30280.17591;60560.35183;60560.35183;60560.35183
35241.77564;70483.55128;70483.55128;70483.55128
41016.36509;82032.73018;82032.73018;82032.73018
47737.15781;95474.31563;95474.31563;95474.31563
55559.19524;111118.3905;111118.3905;111118.3905
64662.92333;129325.8467;129325.8467;129325.8467
75258.35526;150516.7105;150516.7105;150516.7105
87589.91621;175179.8324;175179.8324;175179.8324
101942.082;203884.164;203884.164;203884.164
118645.9416;237291.8831;237291.8831;237291.8831
138086.8349;276173.6699;276173.6699;276173.6699
160713.2425;321426.4851;321426.4851;321426.4851
187047.1312;374094.2623;374094.2623;374094.2623
217695.9952;435391.9905;435391.9905;435391.9905
253366.8709;506733.7418;506733.7418;506733.7418
294882.6468;589765.2936;589765.2936;589765.2936
343201.0471;686402.0942;686402.0942;686402.0942
399436.7251;798873.4502;798873.4502;798873.4502
464886.9771;929773.9543;929773.9543;929773.9543
541061.67;1082123.34;1082123.34;1082123.34
629718.0715;1259436.143;1259436.143;1259436.143
732901.3893;1465802.779;1465802.779;1465802.779
852991.9509;1671126.902;1671126.902;1671126.902
992760.1162;1671126.902;1671126.902;1671126.902
1155430.186;1671126.902;1671126.902;1671126.902
1344754.783;1671126.902;1671126.902;1671126.902
1565101.421;1671126.902;1671126.902;1671126.902
1821553.259;1671126.902;1671126.902;1671126.902
2120026.365;1671126.902;1671126.902;1671126.902
2467406.191;1671126.902;1671126.902;1671126.902
2871706.414;1671126.902;1671126.902;1671126.902
3342253.805;1671126.902;1671126.902;1671126.902
