      0.0000000	      0.0000000
      1.1638564	      1.1638564
      1.3545617	      1.3545617
      1.5765152	      1.5765152
      1.8348373	      1.8348373
      2.1354870	      2.1354870
      2.4854002	      2.4854002
      2.8926489	      2.8926489
      3.3666278	      3.3666278
      3.9182712	      3.9182712
      4.5603049	      4.5603049
      5.3075399	      5.3075399
      6.1772142	      6.1772142
      7.1893900	      7.1893900
      8.3674174	      8.3674174
      9.7384721	      9.7384721
     11.3341827	     11.3341827
     13.1913608	     13.1913608
     15.3528493	     15.3528493
     17.8685114	     17.8685114
     20.7963809	     20.7963809
     24.2040004	     24.2040004
     28.1699800	     28.1699800
     32.7858107	     32.7858107
     38.1579747	     38.1579747
     44.4104019	     44.4104019
     51.6873292	     51.6873292
     60.1566274	     60.1566274
     70.0136740	     70.0136740
     81.4858605	     81.4858605
     94.8378379	     94.8378379
    110.3776218	    110.3776218
    128.4636983	    128.4636983
    149.5132937	    149.5132937
    174.0119993	    174.0119993
    202.5249740	    202.5249740
    235.7099812	    235.7099812
    274.3325632	    274.3325632
    319.2837014	    319.2837014
    371.6003699	    371.6003699
    432.4894579	    432.4894579
    503.3556108	    503.3556108
    585.8336343	    585.8336343
    681.8262074	    681.8262074
    793.5477752	    793.5477752
    923.5756336	    923.5756336
   1074.9093849	   1074.9093849
   1251.0401355	   1251.0401355
   1456.0310316	   1456.0310316
   1694.6109920	   1694.6109920
   1972.2837988	   1972.2837988
   2295.4550640	   2295.4550640
   2671.5799998	   2671.5799998
   3109.3354024	   3109.3354024
   3618.8198166	   3618.8198166
   4211.7864978	   4211.7864978
   4901.9145472	   4901.9145472
   5705.1244742	   5705.1244742
   6639.9454646	   6639.9454646
   7727.9428297	   7727.9428297
   8994.2154944	   8994.2154944
  10467.9750021	  10467.9750021
  12183.2193940	  12183.2193940
  14179.5175066	  14179.5175066
  16502.9217828	  16502.9217828
  19207.0306512	  19207.0306512
  22354.2249846	  22354.2249846
  26017.1071592	  26017.1071592
  30280.1759130	  30280.1759130
  35241.7756407	  35241.7756407
  41016.3650923	  41016.3650923
  47737.1578135	  47737.1578135
  55559.1952378	  55559.1952378
  64662.9233255	  64662.9233255
  75258.3552570	  75258.3552570
  87589.9162103	  87589.9162103
 101942.0819858	 101942.0819858
 118645.9415562	 118645.9415562
 138086.8349315	 138086.8349315
 160713.2425375	 160713.2425375
 187047.1311746	 187047.1311746
 217695.9952287	 217695.9952287
 253366.8709113	 253366.8709113
 294882.6468209	 294882.6468209
 343201.0470957	 343201.0470957
 399436.7250750	 399436.7250750
 464886.9771488	 464886.9771488
 541061.6699854	 541061.6699854
 629718.0715253	 629718.0715253
 732901.3892562	 732901.3892562
 852991.9509417	 852991.9509417
 992760.1162139	 992760.1162139
1155430.1857796	1155430.1857796
1344754.7825572	1344754.7825572
1565101.4206369	1565101.4206369
1821553.2591166	1671126.9024649
2120026.3650953	1671126.9024649
2467406.1909554	1671126.9024649
2871706.4143167	1671126.9024649
3342253.8049298	1671126.9024649
